Site ID,site_name,DateTime,Day,Month,Year,Rainfall (mm)
99510,Eastern Beach,10/09/2024 00:00,Tuesday,September,2024,0.20
99510,Eastern Beach,11/09/2024 00:00,Wednesday,September,2024,0.00
99510,Eastern Beach,12/09/2024 00:00,Thursday,September,2024,0.00
99510,Eastern Beach,13/09/2024 00:00,Friday,September,2024,0.00
99510,Eastern Beach,14/09/2024 00:00,Saturday,September,2024,3.60
99510,Eastern Beach,15/09/2024 00:00,Sunday,September,2024,2.80
99510,Eastern Beach,16/09/2024 00:00,Monday,September,2024,0.00
99510,Eastern Beach,17/09/2024 00:00,Tuesday,September,2024,2.60
99510,Eastern Beach,18/09/2024 00:00,Wednesday,September,2024,0.20
99510,Eastern Beach,19/09/2024 00:00,Thursday,September,2024,1.40
99510,Eastern Beach,20/09/2024 00:00,Friday,September,2024,0.80
99510,Eastern Beach,21/09/2024 00:00,Saturday,September,2024,4.40
99510,Eastern Beach,22/09/2024 00:00,Sunday,September,2024,0.40
99510,Eastern Beach,23/09/2024 00:00,Monday,September,2024,0.00
99510,Eastern Beach,24/09/2024 00:00,Tuesday,September,2024,1.80
99510,Eastern Beach,25/09/2024 00:00,Wednesday,September,2024,6.40
99510,Eastern Beach,26/09/2024 00:00,Thursday,September,2024,3.40
99510,Eastern Beach,27/09/2024 00:00,Friday,September,2024,0.00
99510,Eastern Beach,28/09/2024 00:00,Saturday,September,2024,0.00
99510,Eastern Beach,29/09/2024 00:00,Sunday,September,2024,3.40
99510,Eastern Beach,30/09/2024 00:00,Monday,September,2024,2.40
99510,Eastern Beach,01/10/2024 00:00,Tuesday,October,2024,0.00
99510,Eastern Beach,02/10/2024 00:00,Wednesday,October,2024,
99510,Eastern Beach,03/10/2024 00:00,Thursday,October,2024,0.00
99510,Eastern Beach,04/10/2024 00:00,Friday,October,2024,0.00
99510,Eastern Beach,05/10/2024 00:00,Saturday,October,2024,8.80
99510,Eastern Beach,06/10/2024 00:00,Sunday,October,2024,4.00
99510,Eastern Beach,07/10/2024 00:00,Monday,October,2024,0.00
99510,Eastern Beach,08/10/2024 00:00,Tuesday,October,2024,0.40
99510,Eastern Beach,09/10/2024 00:00,Wednesday,October,2024,0.00
99510,Eastern Beach,10/10/2024 00:00,Thursday,October,2024,0.00
99510,Eastern Beach,11/10/2024 00:00,Friday,October,2024,0.00
99510,Eastern Beach,12/10/2024 00:00,Saturday,October,2024,0.00
99510,Eastern Beach,13/10/2024 00:00,Sunday,October,2024,0.00
99510,Eastern Beach,14/10/2024 00:00,Monday,October,2024,6.00
99510,Eastern Beach,15/10/2024 00:00,Tuesday,October,2024,0.00
99510,Eastern Beach,16/10/2024 00:00,Wednesday,October,2024,
99510,Eastern Beach,17/10/2024 00:00,Thursday,October,2024,2.20
99510,Eastern Beach,18/10/2024 00:00,Friday,October,2024,12.20
99510,Eastern Beach,19/10/2024 00:00,Saturday,October,2024,69.20
99510,Eastern Beach,20/10/2024 00:00,Sunday,October,2024,0.00
99510,Eastern Beach,21/10/2024 00:00,Monday,October,2024,0.00
99510,Eastern Beach,22/10/2024 00:00,Tuesday,October,2024,0.00
99510,Eastern Beach,23/10/2024 00:00,Wednesday,October,2024,0.00
99510,Eastern Beach,24/10/2024 00:00,Thursday,October,2024,0.00
99510,Eastern Beach,25/10/2024 00:00,Friday,October,2024,0.20
99510,Eastern Beach,26/10/2024 00:00,Saturday,October,2024,0.00
99510,Eastern Beach,27/10/2024 00:00,Sunday,October,2024,0.00
99510,Eastern Beach,28/10/2024 00:00,Monday,October,2024,0.00
99510,Eastern Beach,29/10/2024 00:00,Tuesday,October,2024,0.00
99510,Eastern Beach,30/10/2024 00:00,Wednesday,October,2024,0.00
99510,Eastern Beach,31/10/2024 00:00,Thursday,October,2024,0.00
99510,Eastern Beach,01/11/2024 00:00,Friday,November,2024,19.20
99510,Eastern Beach,02/11/2024 00:00,Saturday,November,2024,0.00
99510,Eastern Beach,03/11/2024 00:00,Sunday,November,2024,0.00
99510,Eastern Beach,04/11/2024 00:00,Monday,November,2024,0.00
99510,Eastern Beach,05/11/2024 00:00,Tuesday,November,2024,0.00
99510,Eastern Beach,06/11/2024 00:00,Wednesday,November,2024,0.00
99510,Eastern Beach,07/11/2024 00:00,Thursday,November,2024,0.00
99510,Eastern Beach,08/11/2024 00:00,Friday,November,2024,3.60
99510,Eastern Beach,09/11/2024 00:00,Saturday,November,2024,0.00
99510,Eastern Beach,10/11/2024 00:00,Sunday,November,2024,0.20
99510,Eastern Beach,11/11/2024 00:00,Monday,November,2024,0.00
99510,Eastern Beach,12/11/2024 00:00,Tuesday,November,2024,
99510,Eastern Beach,13/11/2024 00:00,Wednesday,November,2024,0.80
99510,Eastern Beach,14/11/2024 00:00,Thursday,November,2024,0.00
99510,Eastern Beach,15/11/2024 00:00,Friday,November,2024,0.00
99510,Eastern Beach,16/11/2024 00:00,Saturday,November,2024,0.00
99510,Eastern Beach,17/11/2024 00:00,Sunday,November,2024,0.00
99510,Eastern Beach,18/11/2024 00:00,Monday,November,2024,0.80
99510,Eastern Beach,19/11/2024 00:00,Tuesday,November,2024,0.00
99510,Eastern Beach,20/11/2024 00:00,Wednesday,November,2024,0.00
99510,Eastern Beach,21/11/2024 00:00,Thursday,November,2024,0.00
99510,Eastern Beach,22/11/2024 00:00,Friday,November,2024,0.00
99510,Eastern Beach,23/11/2024 00:00,Saturday,November,2024,0.00
99510,Eastern Beach,24/11/2024 00:00,Sunday,November,2024,8.60
99510,Eastern Beach,25/11/2024 00:00,Monday,November,2024,0.00
99510,Eastern Beach,26/11/2024 00:00,Tuesday,November,2024,0.00
99510,Eastern Beach,27/11/2024 00:00,Wednesday,November,2024,15.60
99510,Eastern Beach,28/11/2024 00:00,Thursday,November,2024,13.80
99510,Eastern Beach,29/11/2024 00:00,Friday,November,2024,0.20
99510,Eastern Beach,30/11/2024 00:00,Saturday,November,2024,0.40
99510,Eastern Beach,01/12/2024 00:00,Sunday,December,2024,
99510,Eastern Beach,02/12/2024 00:00,Monday,December,2024,2.20
99510,Eastern Beach,03/12/2024 00:00,Tuesday,December,2024,6.20
99510,Eastern Beach,04/12/2024 00:00,Wednesday,December,2024,0.00
99510,Eastern Beach,05/12/2024 00:00,Thursday,December,2024,0.00
99510,Eastern Beach,06/12/2024 00:00,Friday,December,2024,0.00
99510,Eastern Beach,07/12/2024 00:00,Saturday,December,2024,2.40
99510,Eastern Beach,08/12/2024 00:00,Sunday,December,2024,0.60
99510,Eastern Beach,09/12/2024 00:00,Monday,December,2024,0.00
99510,Eastern Beach,10/12/2024 00:00,Tuesday,December,2024,0.00
99510,Eastern Beach,11/12/2024 00:00,Wednesday,December,2024,0.00
99510,Eastern Beach,12/12/2024 00:00,Thursday,December,2024,0.00
99510,Eastern Beach,13/12/2024 00:00,Friday,December,2024,0.00
99510,Eastern Beach,14/12/2024 00:00,Saturday,December,2024,0.00
99510,Eastern Beach,15/12/2024 00:00,Sunday,December,2024,0.00
99510,Eastern Beach,16/12/2024 00:00,Monday,December,2024,0.00
99510,Eastern Beach,17/12/2024 00:00,Tuesday,December,2024,
99510,Eastern Beach,18/12/2024 00:00,Wednesday,December,2024,0.00
99510,Eastern Beach,19/12/2024 00:00,Thursday,December,2024,0.00
99510,Eastern Beach,20/12/2024 00:00,Friday,December,2024,0.00
99510,Eastern Beach,21/12/2024 00:00,Saturday,December,2024,0.00
99510,Eastern Beach,22/12/2024 00:00,Sunday,December,2024,0.00
99510,Eastern Beach,23/12/2024 00:00,Monday,December,2024,3.00
99510,Eastern Beach,24/12/2024 00:00,Tuesday,December,2024,0.20
99510,Eastern Beach,25/12/2024 00:00,Wednesday,December,2024,0.00
99510,Eastern Beach,26/12/2024 00:00,Thursday,December,2024,0.00
99510,Eastern Beach,27/12/2024 00:00,Friday,December,2024,0.00
99510,Eastern Beach,28/12/2024 00:00,Saturday,December,2024,0.00
99510,Eastern Beach,29/12/2024 00:00,Sunday,December,2024,2.00
99510,Eastern Beach,30/12/2024 00:00,Monday,December,2024,0.20
99510,Eastern Beach,31/12/2024 00:00,Tuesday,December,2024,0.00
99710,Altona Beach,01/01/2024 00:00,Monday,January,2024,0.00
99710,Altona Beach,02/01/2024 00:00,Tuesday,January,2024,0.00
99710,Altona Beach,03/01/2024 00:00,Wednesday,January,2024,14.40
99710,Altona Beach,04/01/2024 00:00,Thursday,January,2024,0.20
99710,Altona Beach,05/01/2024 00:00,Friday,January,2024,0.00
99710,Altona Beach,06/01/2024 00:00,Saturday,January,2024,0.00
99710,Altona Beach,07/01/2024 00:00,Sunday,January,2024,0.00
99710,Altona Beach,08/01/2024 00:00,Monday,January,2024,20.00
99710,Altona Beach,09/01/2024 00:00,Tuesday,January,2024,9.80
99710,Altona Beach,10/01/2024 00:00,Wednesday,January,2024,0.00
99710,Altona Beach,11/01/2024 00:00,Thursday,January,2024,0.00
99710,Altona Beach,12/01/2024 00:00,Friday,January,2024,0.00
99710,Altona Beach,13/01/2024 00:00,Saturday,January,2024,0.00
99710,Altona Beach,14/01/2024 00:00,Sunday,January,2024,0.40
99710,Altona Beach,15/01/2024 00:00,Monday,January,2024,0.00
99710,Altona Beach,16/01/2024 00:00,Tuesday,January,2024,0.00
99710,Altona Beach,17/01/2024 00:00,Wednesday,January,2024,14.00
99710,Altona Beach,18/01/2024 00:00,Thursday,January,2024,6.80
99710,Altona Beach,19/01/2024 00:00,Friday,January,2024,0.00
99710,Altona Beach,20/01/2024 00:00,Saturday,January,2024,0.00
99710,Altona Beach,21/01/2024 00:00,Sunday,January,2024,0.00
99710,Altona Beach,22/01/2024 00:00,Monday,January,2024,0.00
99710,Altona Beach,23/01/2024 00:00,Tuesday,January,2024,0.00
99710,Altona Beach,24/01/2024 00:00,Wednesday,January,2024,0.00
99710,Altona Beach,25/01/2024 00:00,Thursday,January,2024,0.20
99710,Altona Beach,26/01/2024 00:00,Friday,January,2024,1.60
99710,Altona Beach,27/01/2024 00:00,Saturday,January,2024,0.00
99710,Altona Beach,28/01/2024 00:00,Sunday,January,2024,0.00
99710,Altona Beach,29/01/2024 00:00,Monday,January,2024,0.00
99710,Altona Beach,30/01/2024 00:00,Tuesday,January,2024,0.00
99710,Altona Beach,31/01/2024 00:00,Wednesday,January,2024,0.00
99710,Altona Beach,01/02/2024 00:00,Thursday,February,2024,0.00
99710,Altona Beach,02/02/2024 00:00,Friday,February,2024,0.00
99710,Altona Beach,03/02/2024 00:00,Saturday,February,2024,0.00
99710,Altona Beach,04/02/2024 00:00,Sunday,February,2024,0.00
99710,Altona Beach,05/02/2024 00:00,Monday,February,2024,0.00
99710,Altona Beach,06/02/2024 00:00,Tuesday,February,2024,0.00
99710,Altona Beach,07/02/2024 00:00,Wednesday,February,2024,0.00
99710,Altona Beach,08/02/2024 00:00,Thursday,February,2024,0.00
99710,Altona Beach,09/02/2024 00:00,Friday,February,2024,0.00
99710,Altona Beach,10/02/2024 00:00,Saturday,February,2024,0.00
99710,Altona Beach,11/02/2024 00:00,Sunday,February,2024,0.00
99710,Altona Beach,12/02/2024 00:00,Monday,February,2024,0.00
99710,Altona Beach,13/02/2024 00:00,Tuesday,February,2024,0.00
99710,Altona Beach,14/02/2024 00:00,Wednesday,February,2024,6.20
99710,Altona Beach,15/02/2024 00:00,Thursday,February,2024,0.00
99710,Altona Beach,16/02/2024 00:00,Friday,February,2024,0.00
99710,Altona Beach,17/02/2024 00:00,Saturday,February,2024,0.00
99710,Altona Beach,18/02/2024 00:00,Sunday,February,2024,0.00
99710,Altona Beach,19/02/2024 00:00,Monday,February,2024,0.00
99710,Altona Beach,20/02/2024 00:00,Tuesday,February,2024,0.00
99710,Altona Beach,21/02/2024 00:00,Wednesday,February,2024,0.00
99710,Altona Beach,22/02/2024 00:00,Thursday,February,2024,0.00
99710,Altona Beach,23/02/2024 00:00,Friday,February,2024,0.00
99710,Altona Beach,24/02/2024 00:00,Saturday,February,2024,0.00
99710,Altona Beach,25/02/2024 00:00,Sunday,February,2024,0.00
99710,Altona Beach,26/02/2024 00:00,Monday,February,2024,0.00
99710,Altona Beach,27/02/2024 00:00,Tuesday,February,2024,0.00
99710,Altona Beach,28/02/2024 00:00,Wednesday,February,2024,0.00
99710,Altona Beach,29/02/2024 00:00,Thursday,February,2024,0.00
99710,Altona Beach,01/03/2024 00:00,Friday,March,2024,0.00
99710,Altona Beach,02/03/2024 00:00,Saturday,March,2024,0.00
99710,Altona Beach,03/03/2024 00:00,Sunday,March,2024,0.00
99710,Altona Beach,04/03/2024 00:00,Monday,March,2024,0.00
99710,Altona Beach,05/03/2024 00:00,Tuesday,March,2024,0.00
99710,Altona Beach,06/03/2024 00:00,Wednesday,March,2024,0.00
99710,Altona Beach,07/03/2024 00:00,Thursday,March,2024,0.00
99710,Altona Beach,08/03/2024 00:00,Friday,March,2024,0.00
99710,Altona Beach,09/03/2024 00:00,Saturday,March,2024,0.00
99710,Altona Beach,10/03/2024 00:00,Sunday,March,2024,0.00
99710,Altona Beach,11/03/2024 00:00,Monday,March,2024,0.00
99710,Altona Beach,12/03/2024 00:00,Tuesday,March,2024,0.00
99710,Altona Beach,13/03/2024 00:00,Wednesday,March,2024,
99710,Altona Beach,14/03/2024 00:00,Thursday,March,2024,1.60
99710,Altona Beach,15/03/2024 00:00,Friday,March,2024,0.00
99710,Altona Beach,16/03/2024 00:00,Saturday,March,2024,0.00
99710,Altona Beach,17/03/2024 00:00,Sunday,March,2024,0.00
99710,Altona Beach,18/03/2024 00:00,Monday,March,2024,0.00
99710,Altona Beach,19/03/2024 00:00,Tuesday,March,2024,0.00
99710,Altona Beach,20/03/2024 00:00,Wednesday,March,2024,0.00
99710,Altona Beach,21/03/2024 00:00,Thursday,March,2024,0.00
99710,Altona Beach,22/03/2024 00:00,Friday,March,2024,0.00
99710,Altona Beach,23/03/2024 00:00,Saturday,March,2024,0.20
99710,Altona Beach,24/03/2024 00:00,Sunday,March,2024,2.20
99710,Altona Beach,25/03/2024 00:00,Monday,March,2024,0.00
99710,Altona Beach,26/03/2024 00:00,Tuesday,March,2024,0.00
99710,Altona Beach,27/03/2024 00:00,Wednesday,March,2024,0.00
99710,Altona Beach,28/03/2024 00:00,Thursday,March,2024,0.00
99710,Altona Beach,29/03/2024 00:00,Friday,March,2024,0.00
99710,Altona Beach,30/03/2024 00:00,Saturday,March,2024,0.00
99710,Altona Beach,31/03/2024 00:00,Sunday,March,2024,
99710,Altona Beach,01/04/2024 00:00,Monday,April,2024,0.00
99710,Altona Beach,02/04/2024 00:00,Tuesday,April,2024,55.80
99710,Altona Beach,03/04/2024 00:00,Wednesday,April,2024,0.20
99710,Altona Beach,04/04/2024 00:00,Thursday,April,2024,0.60
99710,Altona Beach,05/04/2024 00:00,Friday,April,2024,0.00
99710,Altona Beach,06/04/2024 00:00,Saturday,April,2024,0.00
99710,Altona Beach,07/04/2024 00:00,Sunday,April,2024,0.80
99710,Altona Beach,08/04/2024 00:00,Monday,April,2024,3.00
99710,Altona Beach,09/04/2024 00:00,Tuesday,April,2024,9.20
99710,Altona Beach,10/04/2024 00:00,Wednesday,April,2024,0.80
99710,Altona Beach,11/04/2024 00:00,Thursday,April,2024,0.00
99710,Altona Beach,12/04/2024 00:00,Friday,April,2024,0.00
99710,Altona Beach,13/04/2024 00:00,Saturday,April,2024,0.00
99710,Altona Beach,14/04/2024 00:00,Sunday,April,2024,0.00
99710,Altona Beach,15/04/2024 00:00,Monday,April,2024,0.00
99710,Altona Beach,16/04/2024 00:00,Tuesday,April,2024,0.00
99710,Altona Beach,17/04/2024 00:00,Wednesday,April,2024,0.00
99710,Altona Beach,18/04/2024 00:00,Thursday,April,2024,0.00
99710,Altona Beach,19/04/2024 00:00,Friday,April,2024,8.20
99710,Altona Beach,20/04/2024 00:00,Saturday,April,2024,0.20
99710,Altona Beach,21/04/2024 00:00,Sunday,April,2024,0.00
99710,Altona Beach,22/04/2024 00:00,Monday,April,2024,0.00
99710,Altona Beach,23/04/2024 00:00,Tuesday,April,2024,0.00
99710,Altona Beach,24/04/2024 00:00,Wednesday,April,2024,5.20
99710,Altona Beach,25/04/2024 00:00,Thursday,April,2024,0.00
99710,Altona Beach,26/04/2024 00:00,Friday,April,2024,0.00
99710,Altona Beach,27/04/2024 00:00,Saturday,April,2024,0.20
99710,Altona Beach,28/04/2024 00:00,Sunday,April,2024,0.00
99710,Altona Beach,29/04/2024 00:00,Monday,April,2024,0.00
99710,Altona Beach,30/04/2024 00:00,Tuesday,April,2024,0.00
99710,Altona Beach,01/05/2024 00:00,Wednesday,May,2024,0.00
99710,Altona Beach,02/05/2024 00:00,Thursday,May,2024,0.20
99710,Altona Beach,03/05/2024 00:00,Friday,May,2024,0.00
99710,Altona Beach,04/05/2024 00:00,Saturday,May,2024,0.00
99710,Altona Beach,05/05/2024 00:00,Sunday,May,2024,0.00
99710,Altona Beach,06/05/2024 00:00,Monday,May,2024,0.00
99710,Altona Beach,07/05/2024 00:00,Tuesday,May,2024,0.00
99710,Altona Beach,08/05/2024 00:00,Wednesday,May,2024,0.00
99710,Altona Beach,09/05/2024 00:00,Thursday,May,2024,0.00
99710,Altona Beach,10/05/2024 00:00,Friday,May,2024,13.60
99710,Altona Beach,11/05/2024 00:00,Saturday,May,2024,0.80
99710,Altona Beach,12/05/2024 00:00,Sunday,May,2024,0.00
99710,Altona Beach,13/05/2024 00:00,Monday,May,2024,0.20
99710,Altona Beach,14/05/2024 00:00,Tuesday,May,2024,0.00
99710,Altona Beach,15/05/2024 00:00,Wednesday,May,2024,0.00
99710,Altona Beach,16/05/2024 00:00,Thursday,May,2024,0.00
99710,Altona Beach,17/05/2024 00:00,Friday,May,2024,0.00
99710,Altona Beach,18/05/2024 00:00,Saturday,May,2024,4.00
99710,Altona Beach,19/05/2024 00:00,Sunday,May,2024,0.00
99710,Altona Beach,20/05/2024 00:00,Monday,May,2024,0.80
99710,Altona Beach,21/05/2024 00:00,Tuesday,May,2024,2.60
99710,Altona Beach,22/05/2024 00:00,Wednesday,May,2024,0.00
99710,Altona Beach,23/05/2024 00:00,Thursday,May,2024,0.20
99710,Altona Beach,24/05/2024 00:00,Friday,May,2024,0.00
99710,Altona Beach,25/05/2024 00:00,Saturday,May,2024,0.00
99710,Altona Beach,26/05/2024 00:00,Sunday,May,2024,0.00
99710,Altona Beach,27/05/2024 00:00,Monday,May,2024,0.00
99710,Altona Beach,28/05/2024 00:00,Tuesday,May,2024,0.00
99710,Altona Beach,29/05/2024 00:00,Wednesday,May,2024,0.20
99710,Altona Beach,30/05/2024 00:00,Thursday,May,2024,0.00
99710,Altona Beach,31/05/2024 00:00,Friday,May,2024,4.00
99710,Altona Beach,01/06/2024 00:00,Saturday,June,2024,5.20
99710,Altona Beach,02/06/2024 00:00,Sunday,June,2024,0.00
99710,Altona Beach,03/06/2024 00:00,Monday,June,2024,0.00
99710,Altona Beach,04/06/2024 00:00,Tuesday,June,2024,0.00
99710,Altona Beach,05/06/2024 00:00,Wednesday,June,2024,0.00
99710,Altona Beach,06/06/2024 00:00,Thursday,June,2024,0.00
99710,Altona Beach,07/06/2024 00:00,Friday,June,2024,0.00
99710,Altona Beach,08/06/2024 00:00,Saturday,June,2024,0.00
99710,Altona Beach,09/06/2024 00:00,Sunday,June,2024,0.00
99710,Altona Beach,10/06/2024 00:00,Monday,June,2024,0.40
99710,Altona Beach,11/06/2024 00:00,Tuesday,June,2024,1.60
99710,Altona Beach,12/06/2024 00:00,Wednesday,June,2024,3.00
99710,Altona Beach,13/06/2024 00:00,Thursday,June,2024,0.20
99710,Altona Beach,14/06/2024 00:00,Friday,June,2024,0.00
99710,Altona Beach,15/06/2024 00:00,Saturday,June,2024,0.00
99710,Altona Beach,16/06/2024 00:00,Sunday,June,2024,0.00
99710,Altona Beach,17/06/2024 00:00,Monday,June,2024,0.60
99710,Altona Beach,18/06/2024 00:00,Tuesday,June,2024,0.00
99710,Altona Beach,19/06/2024 00:00,Wednesday,June,2024,0.00
99710,Altona Beach,20/06/2024 00:00,Thursday,June,2024,0.20
99710,Altona Beach,21/06/2024 00:00,Friday,June,2024,0.00
99710,Altona Beach,22/06/2024 00:00,Saturday,June,2024,0.00
99710,Altona Beach,23/06/2024 00:00,Sunday,June,2024,0.00
99710,Altona Beach,24/06/2024 00:00,Monday,June,2024,0.00
99710,Altona Beach,25/06/2024 00:00,Tuesday,June,2024,0.00
99710,Altona Beach,26/06/2024 00:00,Wednesday,June,2024,0.00
99710,Altona Beach,27/06/2024 00:00,Thursday,June,2024,0.00
99710,Altona Beach,28/06/2024 00:00,Friday,June,2024,0.00
99710,Altona Beach,29/06/2024 00:00,Saturday,June,2024,0.00
99710,Altona Beach,30/06/2024 00:00,Sunday,June,2024,4.60
99710,Altona Beach,01/07/2024 00:00,Monday,July,2024,
99710,Altona Beach,02/07/2024 00:00,Tuesday,July,2024,0.00
99710,Altona Beach,03/07/2024 00:00,Wednesday,July,2024,0.20
99710,Altona Beach,04/07/2024 00:00,Thursday,July,2024,0.20
99710,Altona Beach,05/07/2024 00:00,Friday,July,2024,0.00
99710,Altona Beach,06/07/2024 00:00,Saturday,July,2024,0.00
99710,Altona Beach,07/07/2024 00:00,Sunday,July,2024,0.00
99710,Altona Beach,08/07/2024 00:00,Monday,July,2024,0.00
99710,Altona Beach,09/07/2024 00:00,Tuesday,July,2024,4.00
99710,Altona Beach,10/07/2024 00:00,Wednesday,July,2024,10.60
99710,Altona Beach,11/07/2024 00:00,Thursday,July,2024,0.00
99710,Altona Beach,12/07/2024 00:00,Friday,July,2024,1.80
99710,Altona Beach,13/07/2024 00:00,Saturday,July,2024,0.20
99710,Altona Beach,14/07/2024 00:00,Sunday,July,2024,3.60
99710,Altona Beach,15/07/2024 00:00,Monday,July,2024,1.00
99710,Altona Beach,16/07/2024 00:00,Tuesday,July,2024,13.40
99710,Altona Beach,17/07/2024 00:00,Wednesday,July,2024,0.00
99710,Altona Beach,18/07/2024 00:00,Thursday,July,2024,0.60
99710,Altona Beach,19/07/2024 00:00,Friday,July,2024,0.00
99710,Altona Beach,20/07/2024 00:00,Saturday,July,2024,0.20
99710,Altona Beach,21/07/2024 00:00,Sunday,July,2024,2.20
99710,Altona Beach,22/07/2024 00:00,Monday,July,2024,0.00
99710,Altona Beach,23/07/2024 00:00,Tuesday,July,2024,0.00
99710,Altona Beach,24/07/2024 00:00,Wednesday,July,2024,0.00
99710,Altona Beach,25/07/2024 00:00,Thursday,July,2024,0.00
99710,Altona Beach,26/07/2024 00:00,Friday,July,2024,0.60
99710,Altona Beach,27/07/2024 00:00,Saturday,July,2024,0.00
99710,Altona Beach,28/07/2024 00:00,Sunday,July,2024,6.60
99710,Altona Beach,29/07/2024 00:00,Monday,July,2024,2.00
99710,Altona Beach,30/07/2024 00:00,Tuesday,July,2024,0.20
99710,Altona Beach,31/07/2024 00:00,Wednesday,July,2024,0.20
99710,Altona Beach,01/08/2024 00:00,Thursday,August,2024,0.00
99710,Altona Beach,02/08/2024 00:00,Friday,August,2024,0.20
99710,Altona Beach,03/08/2024 00:00,Saturday,August,2024,0.00
99710,Altona Beach,04/08/2024 00:00,Sunday,August,2024,0.00
99710,Altona Beach,05/08/2024 00:00,Monday,August,2024,0.00
99710,Altona Beach,06/08/2024 00:00,Tuesday,August,2024,0.00
99710,Altona Beach,07/08/2024 00:00,Wednesday,August,2024,0.00
99710,Altona Beach,08/08/2024 00:00,Thursday,August,2024,0.00
99710,Altona Beach,09/08/2024 00:00,Friday,August,2024,0.00
99710,Altona Beach,10/08/2024 00:00,Saturday,August,2024,0.00
99710,Altona Beach,11/08/2024 00:00,Sunday,August,2024,0.00
99710,Altona Beach,12/08/2024 00:00,Monday,August,2024,0.00
99710,Altona Beach,13/08/2024 00:00,Tuesday,August,2024,0.00
99710,Altona Beach,14/08/2024 00:00,Wednesday,August,2024,0.00
99710,Altona Beach,15/08/2024 00:00,Thursday,August,2024,0.00
99710,Altona Beach,16/08/2024 00:00,Friday,August,2024,0.00
99710,Altona Beach,17/08/2024 00:00,Saturday,August,2024,0.00
99710,Altona Beach,18/08/2024 00:00,Sunday,August,2024,0.60
99710,Altona Beach,19/08/2024 00:00,Monday,August,2024,0.20
99710,Altona Beach,20/08/2024 00:00,Tuesday,August,2024,0.60
99710,Altona Beach,21/08/2024 00:00,Wednesday,August,2024,0.60
99710,Altona Beach,22/08/2024 00:00,Thursday,August,2024,0.60
99710,Altona Beach,23/08/2024 00:00,Friday,August,2024,0.20
99710,Altona Beach,24/08/2024 00:00,Saturday,August,2024,4.00
99710,Altona Beach,25/08/2024 00:00,Sunday,August,2024,0.00
99710,Altona Beach,26/08/2024 00:00,Monday,August,2024,1.80
99710,Altona Beach,27/08/2024 00:00,Tuesday,August,2024,0.00
99710,Altona Beach,28/08/2024 00:00,Wednesday,August,2024,0.40
99710,Altona Beach,29/08/2024 00:00,Thursday,August,2024,0.80
99710,Altona Beach,30/08/2024 00:00,Friday,August,2024,2.00
99710,Altona Beach,31/08/2024 00:00,Saturday,August,2024,
99710,Altona Beach,01/09/2024 00:00,Sunday,September,2024,0.00
99710,Altona Beach,02/09/2024 00:00,Monday,September,2024,4.60
99710,Altona Beach,03/09/2024 00:00,Tuesday,September,2024,2.00
99710,Altona Beach,04/09/2024 00:00,Wednesday,September,2024,0.00
99710,Altona Beach,05/09/2024 00:00,Thursday,September,2024,0.00
99710,Altona Beach,06/09/2024 00:00,Friday,September,2024,0.20
99710,Altona Beach,07/09/2024 00:00,Saturday,September,2024,0.40
99710,Altona Beach,08/09/2024 00:00,Sunday,September,2024,0.00
99710,Altona Beach,09/09/2024 00:00,Monday,September,2024,2.00
99710,Altona Beach,10/09/2024 00:00,Tuesday,September,2024,0.20
99710,Altona Beach,11/09/2024 00:00,Wednesday,September,2024,0.00
99710,Altona Beach,12/09/2024 00:00,Thursday,September,2024,1.00
99710,Altona Beach,13/09/2024 00:00,Friday,September,2024,0.00
99710,Altona Beach,14/09/2024 00:00,Saturday,September,2024,0.60
99710,Altona Beach,15/09/2024 00:00,Sunday,September,2024,4.00
99710,Altona Beach,16/09/2024 00:00,Monday,September,2024,0.00
99710,Altona Beach,17/09/2024 00:00,Tuesday,September,2024,0.20
99710,Altona Beach,18/09/2024 00:00,Wednesday,September,2024,0.00
99710,Altona Beach,19/09/2024 00:00,Thursday,September,2024,0.40
99710,Altona Beach,20/09/2024 00:00,Friday,September,2024,0.80
99710,Altona Beach,21/09/2024 00:00,Saturday,September,2024,4.80
99710,Altona Beach,22/09/2024 00:00,Sunday,September,2024,0.00
99710,Altona Beach,23/09/2024 00:00,Monday,September,2024,0.00
99710,Altona Beach,24/09/2024 00:00,Tuesday,September,2024,0.00
99710,Altona Beach,25/09/2024 00:00,Wednesday,September,2024,3.40
99710,Altona Beach,26/09/2024 00:00,Thursday,September,2024,5.80
99710,Altona Beach,27/09/2024 00:00,Friday,September,2024,0.00
99710,Altona Beach,28/09/2024 00:00,Saturday,September,2024,0.00
99710,Altona Beach,29/09/2024 00:00,Sunday,September,2024,0.00
99710,Altona Beach,30/09/2024 00:00,Monday,September,2024,6.40
99710,Altona Beach,01/10/2024 00:00,Tuesday,October,2024,0.00
99710,Altona Beach,02/10/2024 00:00,Wednesday,October,2024,0.00
99710,Altona Beach,03/10/2024 00:00,Thursday,October,2024,0.00
99710,Altona Beach,04/10/2024 00:00,Friday,October,2024,0.00
99710,Altona Beach,05/10/2024 00:00,Saturday,October,2024,0.00
99710,Altona Beach,06/10/2024 00:00,Sunday,October,2024,7.00
99710,Altona Beach,07/10/2024 00:00,Monday,October,2024,0.20
99710,Altona Beach,08/10/2024 00:00,Tuesday,October,2024,0.20
99710,Altona Beach,09/10/2024 00:00,Wednesday,October,2024,0.20
